 #Reference     Predicted       Error     structure_no 
  -0.00152200   -1.12889707    1.12737507            35
  -0.00147500   -1.62067415    1.61919915            35
   0.00043300   -6.00147568    6.00190868            35
  -0.00063600   -0.54899018    0.54835418            35
  -0.00337100   -5.66167627    5.65830527            35
   0.00274300   20.68770211   20.68495911            35
  -0.00488800   29.80368327   29.80857127            35
   0.00115500   -0.44904114    0.45019614            35
   0.00074100    0.87159369    0.87085269            35
   0.00004000   -0.34763910    0.34767910            35
  -0.00090900   -0.17161518    0.17070618            35
   0.00115900   -1.58384896    1.58500796            35
  -0.00049500   -0.58275154    0.58225654            35
  -0.00614700   18.77444550   18.78059250            35
   0.01317800  -20.32095169   20.33412969            35
   0.00253200   14.32991734   14.32738534            35
   0.00048900   -1.07331398    1.07380298            35
   0.00136300    1.97481514    1.97345214            35
  -0.00188900    0.80432583    0.80621483            35
  -0.00023600   -0.35245099    0.35221499            35
   0.00054300    0.72694017    0.72639717            35
  -0.00073300   -0.34961998    0.34888698            35
   0.00382700   -3.22262207    3.22644907            35
   0.00330300   -1.67797620    1.68127920            35
   0.00394400   -1.47888255    1.48282655            35
  -0.00094800    0.37873448    0.37968248            35
  -0.00118800    0.60471701    0.60590501            35
   0.00063200   -0.81932661    0.81995861            35
  -0.00128600   -0.72836027    0.72707427            35
   0.00520200   -0.44422501    0.44942701            35
  -0.00158000    0.05196865    0.05354865            35
   0.00344200   -3.99482652    3.99826852            35
   0.00189900    1.58109274    1.57919374            35
   0.00136500   -0.43209012    0.43345512            35
   0.00085700    0.27769531    0.27683831            35
  -0.00577600   -0.50411462    0.49833862            35
  -0.00014400   -0.67451313    0.67436913            35
   0.00157900    0.35834033    0.35676133            35
   0.00241500    0.51647157    0.51405657            35
   0.00108000   -0.66172222    0.66280222            35
   0.00892300   -2.07545593    2.08437893            35
   0.00060800   -0.99424455    0.99485255            35
  -0.00650700    0.15983737    0.16634437            35
  -0.00016400    0.39923889    0.39940289            35
  -0.00138600    0.46584037    0.46722637            35
   0.00062400    0.61952421    0.61890021            35
   0.00261000    0.47700141    0.47439141            35
   0.00475700   -0.59236818    0.59712518            35
  -0.00183900    0.33311010    0.33494910            35
  -0.00458100    0.61716526    0.62174626            35
  -0.01086100    0.90010768    0.91096868            35
  -0.02061100   -0.54401294    0.52340194            35
   0.00032500    0.48884653    0.48852153            35
   0.00050800    4.17145042    4.17094242            35
  -0.00328500   -2.19096987    2.18768487            35
   0.00153400   -0.94968286    0.95121686            35
   0.00425400    0.65100727    0.64675327            35
  -0.00148200    0.10351475    0.10499675            35
   0.00004500   -0.36626973    0.36631473            35
   0.00502600   -2.60190948    2.60693548            35
   0.00232300   -5.23001885    5.23234185            35
   0.00059200    0.44328138    0.44268938            35
   0.00183600    0.81604022    0.81420422            35
  -0.00195700   -0.26623707    0.26428007            35
  -0.00018800   -0.13985465    0.13966665            35
   0.00067200   -0.31731280    0.31798480            35
  -0.00295200    0.17474368    0.17769568            35
  -0.00286500   -2.52953736    2.52667236            35
   0.00230800    2.14909655    2.14678855            35
   0.00156500   -4.58264817    4.58421317            35
   0.00054300   -0.79273391    0.79327691            35
   0.00141600    2.13868783    2.13727183            35
  -0.00023400   -1.44129901    1.44106501            35
  -0.00004000   -0.12796504    0.12792504            35
   0.00110000   -2.41575931    2.41685931            35
  -0.00110600   -2.02996511    2.02885911            35
   0.00524600   -1.10371825    1.10896425            35
  -0.00311800   -1.52966279    1.52654479            35
  -0.00820900   -3.58450796    3.57629896            35
  -0.00099100    0.06018676    0.06117776            35
  -0.00097200    0.30294092    0.30391292            35
  -0.00267100    0.75865338    0.76132438            35
  -0.00005500    0.36088713    0.36094213            35
   0.00247500   -0.66101465    0.66348965            35
  -0.00026300    0.84635700    0.84662000            35
   0.01163400   -1.63386998    1.64550398            35
  -0.00286400    1.72199281    1.72485681            35
  -0.00043000   -2.60378329    2.60335329            35
   0.00070200   -0.66612846    0.66683046            35
  -0.00061900   -0.18602125    0.18540225            35
   0.00208400    0.11423541    0.11215141            35
  -0.00105800   -0.29112106    0.29006306            35
   0.00410300    0.29769559    0.29359259            35
   0.00041000    0.32540628    0.32499628            35
   0.00443900   -1.95712729    1.96156629            35
   0.00094100   -1.09804785    1.09898885            35
   0.00207600   -2.59798112    2.60005712            35
  -0.00044500   -0.88491332    0.88446832            35
  -0.00306500    0.64307462    0.64613962            35
  -0.00044100    0.15894661    0.15938761            35
  -0.00167100    0.50315524    0.50482624            35
   0.00585400   -0.67735724    0.68321124            35
  -0.00160500   -0.76881399    0.76720899            35
   0.01761700    0.13688887    0.11927187            35
   0.01415600    0.92784873    0.91369273            35
  -0.00458200    0.42738828    0.43197028            35
   0.00043000    0.07648915    0.07605915            35
  -0.00161300   -0.36854847    0.36693547            35
   0.00088100   -0.80766036    0.80854136            35
  -0.00226700    0.11161624    0.11388324            35
   0.00246300    0.01130086    0.00883786            35
  -0.00129000   -0.68378825    0.68249825            35
  -0.00708400    0.60298153    0.61006553            35
   0.00394500   -0.71050942    0.71445442            35
   0.00539900    0.38306922    0.37767022            35
   0.00159300    0.00595553    0.00436253            35
  -0.00468700    0.48767302    0.49236002            35
  -0.00214500    0.22107931    0.22322431            35
  -0.00232500    0.50585019    0.50817519            35
   0.00153800   -0.52859578    0.53013378            35
  -0.00098800    0.21571698    0.21670498            35
   0.00302800    0.14305187    0.14002387            35
   0.01191000    1.30225589    1.29034589            35
   0.01429200   -5.38202679    5.39631879            35
  -0.00073700   -0.88164242    0.88090542            35
  -0.00089900   -0.25488237    0.25398337            35
  -0.00048000   -0.27885839    0.27837839            35
  -0.00069300   -0.01800475    0.01731175            35
   0.00035700    0.42778062    0.42742362            35
  -0.00129200    0.30055804    0.30185004            35
   0.02017300    0.16282388    0.14265088            35
   0.01080800   -0.90278333    0.91359133            35
  -0.00632500   -0.80343967    0.79711467            35
   0.00028700   -0.52538650    0.52567350            35
  -0.00476600    0.59257923    0.59734523            35
  -0.00316500   -0.24950708    0.24634208            35
   0.00076200    0.12656887    0.12580687            35
   0.00193800   -0.70403882    0.70597682            35
  -0.00062100   -0.53534402    0.53472302            35
   0.00259500   -0.09361646    0.09621146            35
  -0.00407000    0.99577524    0.99984524            35
  -0.00657400   -1.07580878    1.06923478            35
  -0.00087100    0.38788357    0.38875457            35
  -0.00366500   -0.76303992    0.75937492            35
  -0.00049100    0.24069884    0.24118984            35
   0.00139000   -0.43186274    0.43325274            35
   0.00069100    0.77137703    0.77068603            35
   0.00073900   -0.34070935    0.34144835            35
   0.00267100   -0.42682612    0.42949712            35
  -0.00420800   -0.99514021    0.99093221            35
   0.00011400    2.04279889    2.04268489            35
   0.00080500    0.35300995    0.35220495            35
  -0.00474100    0.57470031    0.57944131            35
  -0.00050600   -0.34750590    0.34699990            35
   0.00073500   -0.64939585    0.65013085            35
   0.00266100   -0.29210215    0.29476315            35
  -0.00143800    0.26998433    0.27142233            35
   0.00338200   -0.35715746    0.36053946            35
  -0.00406500    0.80217871    0.80624371            35
  -0.00155200   -0.45908629    0.45753429            35
  -0.00276500   -0.46848715    0.46572215            35
  -0.00518900   -0.28612176    0.28093276            35
  -0.00082300    0.72663789    0.72746089            35
  -0.00119700    0.54310896    0.54430596            35
   0.00130000    0.28451417    0.28321417            35
  -0.00100800    0.99013671    0.99114471            35
  -0.00513300    2.69491947    2.70005247            35
  -0.00665700   -2.22005776    2.21340076            35
   0.00235400    4.17306788    4.17071388            35
  -0.00005000   -0.48583033    0.48578033            35
  -0.00388700    0.33811138    0.34199838            35
  -0.00029900   -0.34536418    0.34506518            35
  -0.00149500    0.00278976    0.00428476            35
   0.00583200   -0.78097414    0.78680614            35
  -0.00124900   -0.52021375    0.51896475            35
  -0.02038800    0.03322732    0.05361532            35
  -0.01356000    2.89624317    2.90980317            35
   0.00761500    6.64854765    6.64093265            35
  -0.00021500    0.47759846    0.47781346            35
  -0.00111300    0.23666236    0.23777536            35
  -0.00071700    1.84232296    1.84303996            35
   0.00268600    1.64938835    1.64670235            35
  -0.00051800   -4.17871224    4.17819424            35
  -0.00191600   -1.50277632    1.50086032            35
  -0.00515700   -2.25231757    2.24716057            35
  -0.00233800   -2.50343025    2.50109225            35
   0.00419600    4.99516247    4.99096647            35
   0.00002800    0.39712804    0.39710004            35
  -0.00559100    0.51736111    0.52295211            35
   0.00134400   -0.86543346    0.86677746            35
   0.00119800   -0.81305030    0.81424830            35
   0.00557300   -0.38538637    0.39095937            35
  -0.00206200   -0.06958495    0.06752295            35
   0.00029700   -2.08858008    2.08887708            35
   0.00097300    1.84453407    1.84356107            35
   0.00235900    3.93192546    3.92956646            35
  -0.00050300    1.68033916    1.68084216            35
   0.00218600    8.03972524    8.03753924            35
  -0.00014200   -3.02209928    3.02195728            35
   0.00037000    1.76999927    1.76962927            35
  -0.00218600   -8.05144265    8.04925665            35
   0.00037200   -2.93852405    2.93889605            35
  -0.00219500   -2.37254639    2.37035139            35
  -0.00096600   -1.82939048    1.82842448            35
   0.00092100    3.77475983    3.77383883            35
   0.00118200    0.46590999    0.46472799            35
  -0.00558100    0.38655545    0.39213645            35
  -0.00205000    0.66930615    0.67135615            35
   0.00096800    0.46239414    0.46142614            35
   0.00434900   -0.57918879    0.58353779            35
  -0.00082400    0.35478739    0.35561139            35
  -0.00323300   -1.17529309    1.17206009            35
  -0.01145400    1.13520834    1.14666234            35
  -0.01069000    1.11142750    1.12211750            35
   0.00034600    0.98887816    0.98853216            35
  -0.00485300    1.98808594    1.99293894            35
  -0.00081100    1.94377044    1.94458144            35
   0.00073100   -1.83585373    1.83658473            35
   0.00111100   -0.23201980    0.23313080            35
  -0.00017400    0.50405503    0.50422903            35
   0.00084400  -21.74179948   21.74264348            35
  -0.01316000   20.33096784   20.34412784            35
   0.00663000   -9.20362960    9.21025960            35
   0.00088000    0.59348877    0.59260877            35
  -0.00115900    1.58233505    1.58349405            35
   0.00054500   -0.14608966    0.14663466            35
  -0.00050200   -0.23046795    0.22996595            35
   0.00229000   -1.11874524    1.12103524            35
  -0.00085600    0.22765134    0.22850734            35
  -0.00290500    3.96023150    3.96313650            35
  -0.00482900  -18.94077738   18.93594838            35
   0.00689600  -27.90356223   27.91045823            35
   0.00158100    0.03949269    0.03791169            35
  -0.00241000    4.24072707    4.24313707            35
   0.00133400    2.39847742    2.39714342            35
  -0.00340100    0.71741967    0.72082067            35
  -0.00438800   -4.66650299    4.66211499            35
  -0.00213500    2.16747347    2.16960847            35
  -0.00225600   -5.08740560    5.08514960            35
  -0.00088200   29.60830293   29.60918493            35
   0.00180800  -14.28252422   14.28433222            35
   0.00246300   -0.03329268    0.03575568            35
  -0.00140600    2.23550761    2.23691361            35
  -0.00034700    0.93219618    0.93254318            35
   0.00098700    0.29098413    0.28999713            35
   0.00441600   -2.06613755    2.07055355            35
   0.00075600    1.11279087    1.11203487            35
   0.00174900   -1.46813979    1.46988879            35
   0.00428400  -20.56056186   20.56484586            35
   0.00720000  -24.09727322   24.10447322            35
  -0.00027200   -0.89835863    0.89808663            35
   0.00075600    2.38857747    2.38782147            35
   0.00277100    1.92491994    1.92214894            35
  -0.00226800   -1.22578778    1.22351978            35
  -0.00074800   -2.38135815    2.38061015            35
   0.00161800    1.74468323    1.74306523            35
  -0.00712200   21.66244689   21.66956889            35
  -0.00426600   20.49170317   20.49596917            35
   0.00208200  -10.78838065   10.79046265            35
  -0.00115500   -1.10635852    1.10520352            35
  -0.00441500    2.06891757    2.07333257            35
  -0.00046700    0.29575046    0.29621746            35
  -0.00117000    0.55184022    0.55301022            35
   0.00559500   -0.52055015    0.52614515            35
   0.00062800   -0.77388635    0.77451435            35
  -0.00106700   -3.20562211    3.20455511            35
   0.00235900    2.52197286    2.51961386            35
   0.00655500    4.43347841    4.42692341            35
   0.00355300   -2.22891869    2.23247169            35
   0.00438800    4.67161570    4.66722770            35
   0.00187300    0.44352888    0.44165588            35
  -0.00006900    1.64103818    1.64110718            35
  -0.00141800   -2.14156243    2.14014443            35
  -0.00058300   -0.02412701    0.02354401            35
   0.00006600    5.23003104    5.22996504            35
  -0.00229800   -2.15830754    2.15600954            35
   0.00327100   -0.08244368    0.08571468            35
   0.00265300   -0.08133996    0.08399296            35
  -0.00068000    0.31810123    0.31878123            35
  -0.00130500    0.20738767    0.20869267            35
  -0.00061200    0.52362227    0.52423427            35
  -0.00074300   -0.87190336    0.87116036            35
  -0.00097900    0.21882796    0.21980696            35
   0.00591300  -23.05998257   23.06589557            35
  -0.00275200  -20.59004492   20.58729292            35
   0.00049700   19.81336228   19.81286528            35
   0.00128500    1.29343006    1.29214506            35
  -0.00043300    6.00257168    6.00300468            35
   0.00096300    1.11431655    1.11335355            35
   0.00156000    2.17219510    2.17063510            35
  -0.00057300   -6.02283050    6.02225750            35
  -0.00033500    1.55115439    1.55148939            35
   0.00134200  -13.73259207   13.73393407            35
  -0.00033500   29.54096748   29.54130248            35
  -0.00208400    2.69658781    2.69867181            35
   0.00176800   -0.29535486    0.29712286            35
   0.00075900    2.51657875    2.51581975            35
   0.00137000   -0.47404326    0.47541326            35
   0.00077300    0.16102312    0.16025012            35
   0.00149600   -0.68778319    0.68927919            35
  -0.00046700   -0.50573104    0.50526404            35
   0.00437700    5.32744316    5.32306616            35
  -0.00645500  -32.51015793   32.50370293            35
   0.00230900    5.23405595    5.23174695            35
   0.00078000   -1.03567878    1.03645878            35
   0.00140800    8.08540139    8.08399339            35
  -0.00104400    2.48009258    2.48113658            35
   0.00051400   -1.64865445    1.64916845            35
  -0.00141200   -8.07631698    8.07490498            35
  -0.00119300    2.15708897    2.15828197            35
  -0.00417100   -7.13646937    7.13229837            35
   0.00645400   32.51586199   32.50940799            35
  -0.00266400   -2.10875522    2.10609122            35
   0.00001700    0.35952500    0.35950800            35
  -0.00149900    0.68600482    0.68750382            35
  -0.00089900   -0.39355621    0.39265721            35
  -0.00092300   -0.79561801    0.79469501            35
   0.00140100   -2.23282974    2.23423074            35
  -0.00231200    0.49971916    0.50203116            35
  -0.00044300   14.86777569   14.86821869            35
   0.00089100  -29.64098265   29.64187365            35
   0.00285400   -2.61461997    2.61747397            35
   0.00146500   -0.25239659    0.25386159            35
  -0.00036000   -0.42688936    0.42652936            35
  -0.00004100    0.16655087    0.16659187            35
   0.00078500    0.68135986    0.68057486            35
   0.00089900    0.25560244    0.25470344            35
   0.00039800    0.62488918    0.62449118            35
  -0.01392200    4.59361433    4.60753633            35
  -0.01187300   -1.31837957    1.30650657            35
   0.00452700   -2.80065588    2.80518288            35
   0.00201200   -0.43808261    0.44009461            35
  -0.00153700    0.52831675    0.52985375            35
   0.00152900   -0.33278546    0.33431446            35
   0.00139900    0.00871592    0.00731692            35
  -0.00184300   -0.81752906    0.81568606            35
  -0.00148300   -0.51454459    0.51306159            35
  -0.00204600    4.72208398    4.72412998            35
  -0.00502000    2.58709070    2.59211070            35
   0.00113200   -2.29482843    2.29596043            35
   0.00303600    2.51536661    2.51233061            35
  -0.00126200    4.01646392    4.01772592            35
  -0.00108000   -0.55029234    0.54921234            35
  -0.00039800   -0.37090988    0.37051188            35
   0.00487500    0.74960617    0.74473117            35
   0.00013000   -0.21700932    0.21713932            35
  -0.00366400    2.43296871    2.43663271            35
  -0.00342700   -2.36717540    2.36374840            35
  -0.00290100   -3.65336322    3.65046222            35
   0.00451900    0.37517142    0.37065242            35
   0.00009800    0.44389838    0.44380038            35
   0.00015800   -0.74864404    0.74880204            35
   0.00060600   -0.48284675    0.48345275            35
   0.00022300   -1.92328367    1.92350667            35
  -0.00136500   -0.18378954    0.18242454            35
   0.01219100  -25.46230380   25.47449480            35
   0.00994000  -21.41706878   21.42700878            35
  -0.00761900   10.62554607   10.63316507            35
   0.00129500    0.45820518    0.45691018            35
  -0.00432400   -0.57513077    0.57080677            35
  -0.00035800   -0.66327516    0.66291716            35
  -0.00032700    0.34797573    0.34830273            35
   0.00432100    0.57242068    0.56809968            35
  -0.00131400   -0.72937518    0.72806118            35
   0.00051900    3.50354463    3.50302563            35
  -0.00998300   21.49124778   21.50123078            35
  -0.01433700   27.30793744   27.32227444            35
   0.00088100    0.40312264    0.40224164            35
  -0.00022800    1.92358223    1.92381023            35
  -0.00120400    0.32147303    0.32267703            35
  -0.00207000    0.55386737    0.55593737            35
  -0.00075800   -2.51749558    2.51673758            35
  -0.00084800    0.02742564    0.02827364            35
   0.00113900    4.45075252    4.44961352            35
   0.00032700  -29.50869001   29.50901701            35
  -0.00220200   13.33809021   13.34029221            35
   0.00075200    0.47743866    0.47668666            35
  -0.00054400   -0.72735580    0.72681180            35
  -0.00015900    0.13366173    0.13382073            35
  -0.00057300   -0.78241787    0.78184487            35
   0.00125400   -4.02235184    4.02360584            35
  -0.00317500   -2.44343164    2.44025664            35
   0.00505200   -0.53800866    0.54306066            35
   0.01229600   -0.82049602    0.83279202            35
   0.02199000    0.19290135    0.17091135            35
  -0.00010600    0.45654136    0.45664736            35
   0.00014100    0.80038090    0.80023990            35
  -0.00011100   -0.28158492    0.28147392            35
   0.00107500   -0.19553273    0.19660773            35
   0.00467800   -0.48702644    0.49170444            35
  -0.00246400    0.10637179    0.10883579            35
  -0.00116100   -0.63132894    0.63016794            35
  -0.00391700    0.71059007    0.71450707            35
   0.00884400   -0.33421759    0.34306159            35
   0.00224300    0.53738344    0.53514044            35
  -0.00246300   -0.01351689    0.01105389            35
   0.00133100   -0.43735906    0.43869006            35
  -0.00048600    1.10192292    1.10240892            35
   0.00278800   -0.31178444    0.31457244            35
   0.00002900   -0.72485617    0.72488517            35
   0.00123900    2.24363764    2.24239864            35
   0.00086900   -1.09860753    1.09947653            35
  -0.00290200   -1.93246385    1.92956185            35
   0.00028200    0.07577461    0.07549261            35
  -0.00214700    0.28657004    0.28871704            35
  -0.00078100    0.74111046    0.74189146            35
   0.00029900    0.22808243    0.22778343            35
   0.00048700   -0.60459244    0.60507944            35
  -0.00050700    0.82639546    0.82690246            35
   0.00193400    2.85722438    2.85529038            35
  -0.00181800    1.89447853    1.89629653            35
  -0.00062200   -2.76408506    2.76346306            35
   0.00152900    0.47509941    0.47357041            35
  -0.00374500    1.93839270    1.94213770            35
  -0.00208600   -0.92290504    0.92081904            35
   0.00105300    0.56037839    0.55932539            35
   0.00373600   -1.94189535    1.94563135            35
  -0.00237600   -0.86591093    0.86353493            35
  -0.00042100    0.97070497    0.97112597            35
   0.00181300   -1.90746014    1.90927314            35
  -0.00199300   -3.84862551    3.84663251            35
   0.00029000   -0.82920115    0.82949115            35
  -0.00048900    0.60662565    0.60711465            35
  -0.00051000    0.21199398    0.21250398            35
  -0.00238700    0.46155428    0.46394128            35
  -0.00010500   -0.44676618    0.44666118            35
  -0.00384000   -0.69688673    0.69304673            35
   0.00434600    1.96037663    1.95603063            35
   0.00342400    2.35225508    2.34883108            35
   0.00172200   -3.93617728    3.93789928            35
   0.00021200    0.08030534    0.08009334            35
  -0.00278700    0.30784165    0.31062865            35
   0.00044400   -1.31743671    1.31788071            35
  -0.00115000    0.21195451    0.21310451            35
   0.00441500    0.58881285    0.58439785            35
  -0.00007500   -0.21763913    0.21756413            35
  -0.00816400    0.69862438    0.70678838            35
  -0.00556600   -1.22202487    1.21645887            35
   0.01141600    4.99062644    4.97921044            35
   0.00071400    0.03944127    0.03872727            35
  -0.00466600    0.39223973    0.39690573            35
  -0.00117300    0.28383503    0.28500803            35
  -0.00026300    0.48226274    0.48252574            35
   0.00577600   -0.53994468    0.54572068            35
   0.00056000    0.23655540    0.23599540            35
   0.00221800    0.22913329    0.22691529            35
   0.00329900    0.69131043    0.68801143            35
   0.00678100   -0.84677732    0.85355832            35
   0.00222600   -0.90307966    0.90530566            35
  -0.00297200   -0.63041431    0.62744231            35
   0.00135800   -0.15832950    0.15968750            35
  -0.00119200   -0.11812477    0.11693277            35
   0.00402100    0.66793702    0.66391602            35
   0.00011300    0.41321355    0.41310055            35
   0.01089900   -0.38039034    0.39128934            35
   0.01142800   -1.12990956    1.14133756            35
  -0.00255400    1.57603225    1.57858625            35
   0.00022500   -0.53696471    0.53718971            35
  -0.00435300    0.57941193    0.58376493            35
  -0.00123700   -0.22601133    0.22477433            35
  -0.00077800    0.10617537    0.10695337            35
   0.00334900   -0.63473979    0.63808879            35
  -0.00075500   -0.54205848    0.54130348            35
  -0.00339700    0.66417206    0.66756906            35
   0.00199700    0.81527021    0.81327321            35
  -0.00424700    0.66064600    0.66489300            35
  -0.00073100    0.50928273    0.51001373            35
  -0.00260000   -0.82750151    0.82490151            35
   0.00052500    0.32348367    0.32295867            35
  -0.00008700   -0.53271309    0.53262609            35
   0.00260300    0.82759122    0.82498822            35
   0.00088800   -0.28295992    0.28384792            35
   0.00537200   -0.90497699    0.91034899            35
  -0.00200400   -0.81446845    0.81246445            35
   0.00083600   -0.24452346    0.24535946            35
   0.00103600    0.41822922    0.41719322            35
  -0.00335000    0.63294265    0.63629265            35
   0.00030800   -0.36391659    0.36422459            35
   0.00054000   -0.68090105    0.68144105            35
   0.00214400   -0.28454039    0.28668439            35
  -0.00064000    0.30426147    0.30490147            35
   0.00189800    0.56025134    0.55835334            35
  -0.00088000    1.08909956    1.08997956            35
  -0.00251700   -2.91119341    2.90867641            35
  -0.00509800   -0.23678847    0.23169047            36
  -0.00634400    0.18150203    0.18784603            36
   0.00236500   -0.26689141    0.26925641            36
  -0.00295000    0.30554510    0.30849510            36
   0.00041100    0.07011615    0.06970515            36
   0.00073700   -0.11109726    0.11183426            36
  -0.00483900   -0.13596906    0.13113006            36
   0.00418500   -0.43378846    0.43797346            36
  -0.01526300   -0.15103822    0.13577522            36
   0.00277800    0.02598252    0.02320452            36
   0.00154000    0.04827069    0.04673069            36
   0.00221100    0.49293178    0.49072078            36
   0.00226400   -0.00674817    0.00901217            36
  -0.00066500    0.02317829    0.02384329            36
   0.00850200   -0.54639717    0.55489917            36
  -0.00130200   -0.44924309    0.44794109            36
   0.00194000   -0.10548138    0.10742138            36
  -0.00088800    0.28767466    0.28856266            36
   0.01387000   -0.04465353    0.05852353            36
   0.09204500   -0.27144357    0.36348857            36
   0.03711600    0.59480750    0.55769150            36
  -0.00875200   -0.11116796    0.10241596            36
   0.00358600   -0.17276979    0.17635579            36
   0.00076300   -0.27588298    0.27664598            36
   0.00433400    0.20117506    0.19684106            36
  -0.00313500    0.16571659    0.16885159            36
   0.00952500    0.11166132    0.10213632            36
   0.00401400    0.44378581    0.43977181            36
  -0.00713000    0.12415584    0.13128584            36
   0.00600800    0.08161091    0.07560291            36
   0.02484900   -0.11764528    0.14249428            36
  -0.09579600    0.11088017    0.20667617            36
  -0.02352600   -0.03321412    0.00968812            36
  -0.00024000    0.02625387    0.02649387            36
  -0.00429400   -0.04757089    0.04327689            36
  -0.01110200   -0.08172542    0.07062342            36
  -0.02030500    0.55077517    0.57108017            36
  -0.03016400    0.01226164    0.04242564            36
  -0.00510100    0.20786654    0.21296754            36
  -0.00436500    0.59591451    0.60027951            36
  -0.00310900   -0.30390599    0.30079699            36
   0.00481500   -0.23164001    0.23645501            36
  -0.03340300   -0.42587917    0.39247617            36
   0.04032300    0.05408019    0.01375719            36
  -0.02184600   -0.23845000    0.21660400            36
   0.00174800    0.03777195    0.03602395            36
   0.00304800    0.17573165    0.17268365            36
  -0.00824200   -0.05546505    0.04722305            36
   0.01636700    0.07618512    0.05981812            36
   0.01226100   -0.22129238    0.23355338            36
  -0.00106900   -0.09888133    0.09781233            36
   0.03160500   -0.47322927    0.50483427            36
  -0.03001700   -0.04560682    0.01558982            36
  -0.00594800    0.02020177    0.02614977            36
  -0.00397400   -0.35546127    0.35148727            36
  -0.00377900    0.26377729    0.26755629            36
  -0.00633500    0.31646455    0.32279955            36
  -0.01121700   -0.09060511    0.07938811            36
   0.05535200   -0.07106369    0.12641569            36
  -0.02688400   -0.58318255    0.55629855            36
  -0.00903700   -0.45648090    0.44744390            36
   0.00606400   -0.11221594    0.11827994            36
   0.00185900    0.30791147    0.30605247            36
   0.01105300    0.24201501    0.23096201            36
   0.00532600   -0.20932017    0.21464617            36
   0.00981900    0.61654229    0.60672329            36
  -0.01523300   -0.20641181    0.19117881            36
  -0.00865900   -0.20635770    0.19769870            36
  -0.01449600    0.09831861    0.11281461            36
  -0.00546600    0.04972574    0.05519174            36
   0.00244600    0.11477622    0.11233022            36
   0.01344000    0.09140613    0.07796613            36
  -0.00919100    0.47581481    0.48500581            36
  -0.00313000    0.27289230    0.27602230            36
   0.00485100    0.19032149    0.18547049            36
   0.00847500    0.16849357    0.16001857            36
  -0.00278300   -0.10665346    0.10387046            36
   0.01009900    0.46150395    0.45140495            36
   0.00192700    0.01084465    0.00891765            36
   0.00287700   -0.06626717    0.06914417            36
  -0.00329800   -0.10149813    0.09820013            36
  -0.00166600    0.06048281    0.06214881            36
  -0.00580100   -0.14248700    0.13668600            36
   0.01332700    0.45605595    0.44272895            36
  -0.00215000    0.54539068    0.54754068            36
   0.00527500   -0.26409532    0.26937032            36
   0.00467200   -0.24824554    0.25291754            36
  -0.01180100   -0.35298916    0.34118816            36
   0.01013200    0.04495304    0.03482104            36
   0.00366900   -0.16589769    0.16956669            36
   0.01517200    0.29288779    0.27771579            36
  -0.00056000    0.05462230    0.05518230            36
  -0.00266400    0.01964544    0.02230944            36
   0.00209800   -0.17916138    0.18125938            36
   0.01133000    0.05499963    0.04366963            36
  -0.00223600   -0.05719374    0.05495774            36
  -0.01213400   -0.26440979    0.25227579            36
  -0.00915000    0.21534621    0.22449621            36
  -0.01066200   -0.18717306    0.17651106            36
  -0.00501700   -0.37422789    0.36921089            36
   0.00263300   -0.14876873    0.15140173            36
   0.00295000    0.49848298    0.49553298            36
   0.00120000    0.00024974    0.00095026            36
   0.00427400   -0.03055304    0.03482704            36
   0.00563000   -0.48595381    0.49158381            36
  -0.00308800   -0.45604267    0.45295467            36
  -0.00335500   -0.03267394    0.02931894            36
  -0.00569500    0.27840092    0.28409592            36
   0.01322900    0.05217592    0.03894692            36
   0.00362500    0.11610343    0.11247843            36
   0.00321100    0.26924990    0.26603890            36
   0.00074700   -0.09880986    0.09955686            36
   0.00198000   -0.12256862    0.12454862            36
  -0.00163300    0.04381108    0.04544408            36
   0.00521300   -0.15209480    0.15730780            36
  -0.00179100    0.06055378    0.06234478            36
   0.02205000    0.22197121    0.19992121            36
   0.02880800    0.33042319    0.30161519            36
  -0.02184200    0.11889729    0.14073929            36
   0.01689700   -0.26779268    0.28468968            36
   0.00354900   -0.09941922    0.10296822            36
  -0.00699700    0.08931415    0.09631115            36
   0.00627100    0.25224695    0.24597595            36
  -0.00642500   -0.19278906    0.18636406            36
  -0.00596300   -0.35908078    0.35311778            36
  -0.00196500    0.04204948    0.04401448            36
   0.01303700    0.33670566    0.32366866            36
  -0.00608600   -0.00953705    0.00345105            36
   0.00079400    0.25916825    0.25837425            36
   0.00836000    0.18818265    0.17982265            36
  -0.00674700   -0.02069527    0.01394827            36
  -0.01012900    0.11552618    0.12565518            36
   0.01053100   -0.27230198    0.28283298            36
   0.00756200   -0.15542958    0.16299158            36
   0.00012000   -0.50277140    0.50289140            36
   0.01586300    0.30365685    0.28779385            36
   0.00172500    0.00804180    0.00631680            36
  -0.00459300    0.02387041    0.02846341            36
   0.00459800    0.13256076    0.12796276            36
   0.00339500   -0.09027499    0.09366999            36
   0.00417300    0.08006579    0.07589279            36
  -0.00958400   -0.25099173    0.24140773            36
   0.00102200    0.13759465    0.13657265            36
  -0.00698000   -0.28892084    0.28194084            36
  -0.00391400   -0.32805677    0.32414277            36
  -0.01171600   -0.10458005    0.09286405            36
   0.01552800    0.42858426    0.41305626            36
  -0.00449400   -0.00552277    0.00102877            36
   0.00041700   -0.10750668    0.10792368            36
   0.00300600   -0.45181991    0.45482591            36
  -0.00827700   -0.37616072    0.36788372            36
