 #Reference     Predicted       Error     structure_no 
   0.00290200   -0.25187630    0.25477830            25
  -0.00000000    0.00000825    0.00000825            25
  -0.00000000    0.00001563    0.00001563            25
  -0.00145100    0.12595769    0.12740869            25
   0.00251300   -0.21813732    0.22065032            25
  -0.00000000   -0.00000850    0.00000850            25
  -0.00145100    0.12594126    0.12739226            25
  -0.00251300    0.21813846    0.22065146            25
  -0.00000000   -0.00000378    0.00000378            25
  -0.00290200    0.25187505    0.25477705            25
  -0.00000000    0.00000695    0.00000695            25
  -0.00000000    0.00001452    0.00001452            25
   0.00145100   -0.12594146    0.12739246            25
  -0.00251300    0.21813926    0.22065226            25
  -0.00000000   -0.00000473    0.00000473            25
   0.00145100   -0.12595459    0.12740559            25
   0.00251300   -0.21813689    0.22064989            25
  -0.00000000   -0.00000624    0.00000624            25
  -0.00206600    0.03089319    0.03295919            25
   0.00119300   -0.01782144    0.01901444            25
  -0.00738900    0.07540857    0.08279757            25
  -0.00000000    0.00000061    0.00000061            25
  -0.00238500    0.03567580    0.03806080            25
  -0.00738900    0.07539265    0.08278165            25
   0.00206600   -0.03089353    0.03295953            25
   0.00119300   -0.01782241    0.01901541            25
  -0.00738900    0.07540978    0.08279878            25
  -0.00206600    0.03088614    0.03295214            25
  -0.00119300    0.01784488    0.01903788            25
   0.00738900   -0.07535147    0.08274047            25
   0.00206600   -0.03088309    0.03294909            25
  -0.00119300    0.01784365    0.01903665            25
   0.00738900   -0.07535230    0.08274130            25
   0.00000000    0.00000035    0.00000035            25
   0.00238500   -0.03566465    0.03804965            25
   0.00738900   -0.07538526    0.08277426            25
   0.00000000    0.00000041    0.00000041            25
  -0.00000000    0.00000321    0.00000321            25
  -0.01378200    0.13594482    0.14972682            25
   0.00000000   -0.00000076    0.00000076            25
  -0.00000000   -0.00000652    0.00000652            25
   0.01378200   -0.13598774    0.14976974            25
   0.00683700    0.11499173    0.10815473            25
  -0.00394700   -0.06638988    0.06244288            25
  -0.01026100   -0.20127953    0.19101853            25
   0.00000000    0.00000206    0.00000206            25
   0.00789400    0.13283128    0.12493728            25
  -0.01026100   -0.20127751    0.19101651            25
  -0.00683700   -0.11499435    0.10815735            25
  -0.00394700   -0.06639093    0.06244393            25
  -0.01026100   -0.20127906    0.19101806            25
   0.00683700    0.11497931    0.10814231            25
   0.00394700    0.06633949    0.06239249            25
   0.01026100    0.20125176    0.19099076            25
  -0.00683700   -0.11496800    0.10813100            25
   0.00394700    0.06632413    0.06237713            25
   0.01026100    0.20125222    0.19099122            25
  -0.00000000   -0.00000333    0.00000333            25
  -0.00789400   -0.13269155    0.12479755            25
   0.01026100    0.20126534    0.19100434            25
  -0.00410300    0.62559383    0.62969683            25
   0.00236900   -0.36112320    0.36349220            25
  -0.00115700   -0.15365781    0.15250081            25
  -0.00000000    0.00002193    0.00002193            25
  -0.00473800    0.72237988    0.72711788            25
  -0.00115700   -0.15367079    0.15251379            25
   0.00410300   -0.62558767    0.62969067            25
   0.00236900   -0.36113976    0.36350876            25
  -0.00115700   -0.15365735    0.15250035            25
  -0.00410300    0.62557995    0.62968295            25
  -0.00236900    0.36116975    0.36353875            25
   0.00115700    0.15359174    0.15243474            25
   0.00410300   -0.62557728    0.62968028            25
  -0.00236900    0.36116668    0.36353568            25
   0.00115700    0.15358726    0.15243026            25
   0.00000000   -0.00000104    0.00000104            25
   0.00473800   -0.72236889    0.72710689            25
   0.00115700    0.15360044    0.15244344            25
  -0.00104200    0.10743385    0.10847585            25
  -0.00000000   -0.00002572    0.00002572            25
  -0.00000000   -0.00000776    0.00000776            25
   0.00052100   -0.05369161    0.05421261            25
  -0.00090200    0.09302600    0.09392800            25
  -0.00000000    0.00000327    0.00000327            25
   0.00052100   -0.05369584    0.05421684            25
   0.00090200   -0.09300143    0.09390343            25
  -0.00000000   -0.00002427    0.00002427            25
   0.00104200   -0.10743137    0.10847337            25
  -0.00000000   -0.00002838    0.00002838            25
  -0.00000000   -0.00000803    0.00000803            25
  -0.00052100    0.05369192    0.05421292            25
   0.00090200   -0.09300015    0.09390215            25
  -0.00000000   -0.00001953    0.00001953            25
  -0.00052100    0.05369111    0.05421211            25
  -0.00090200    0.09302968    0.09393168            25
  -0.00000000   -0.00000014    0.00000014            25
  -0.00538600   -0.44656489    0.44117889            25
   0.00310900    0.25781071    0.25470171            25
  -0.01061900   -0.17176865    0.16114965            25
  -0.00000000   -0.00000545    0.00000545            25
  -0.00621900   -0.51568255    0.50946355            25
  -0.01061900   -0.17176588    0.16114688            25
   0.00538600    0.44652948    0.44114348            25
   0.00310900    0.25781194    0.25470294            25
  -0.01061900   -0.17176863    0.16114963            25
  -0.00538600   -0.44649451    0.44110851            25
  -0.00310900   -0.25783501    0.25472601            25
   0.01061900    0.17174481    0.16112581            25
   0.00538600    0.44649386    0.44110786            25
  -0.00310900   -0.25783532    0.25472632            25
   0.01061900    0.17174882    0.16112982            25
   0.00000000    0.00000055    0.00000055            25
   0.00621900    0.51560821    0.50938921            25
   0.01061900    0.17174044    0.16112144            25
   0.00000000    0.00000507    0.00000507            25
  -0.00000000    0.00003340    0.00003340            25
   0.00255700   -0.12483398    0.12739098            25
   0.00000000   -0.00000158    0.00000158            25
  -0.00000000   -0.00000201    0.00000201            25
  -0.00255700    0.12483227    0.12738927            25
   0.00000000   -0.00000229    0.00000229            25
  -0.00000000   -0.00003236    0.00003236            25
  -0.00000000   -0.00001704    0.00001704            25
  -0.00954400   -0.06568942    0.05614542            25
   0.00551000    0.03791177    0.03240177            25
  -0.00711900    0.53875383    0.54587283            25
  -0.00000000    0.00000113    0.00000113            25
  -0.01102100   -0.07584380    0.06482280            25
  -0.00711900    0.53875937    0.54587837            25
   0.00954400    0.06569244    0.05614844            25
   0.00551000    0.03791141    0.03240141            25
  -0.00711900    0.53875611    0.54587511            25
  -0.00954400   -0.06567317    0.05612917            25
  -0.00551000   -0.03789209    0.03238209            25
   0.00711900   -0.53872563    0.54584463            25
   0.00954400    0.06567530    0.05613130            25
  -0.00551000   -0.03788887    0.03237887            25
   0.00711900   -0.53872857    0.54584757            25
   0.00000000    0.00000184    0.00000184            25
   0.01102100    0.07581708    0.06479608            25
   0.00711900   -0.53874270    0.54586170            25
  -0.00300800    0.23915222    0.24216022            25
   0.00173700   -0.13809351    0.13983051            25
  -0.00516900   -0.63839583    0.63322683            25
  -0.00000000   -0.00000812    0.00000812            25
  -0.00347400    0.27617437    0.27964837            25
  -0.00516900   -0.63836556    0.63319656            25
   0.00300800   -0.23914801    0.24215601            25
   0.00173700   -0.13807886    0.13981586            25
  -0.00516900   -0.63839526    0.63322626            25
  -0.00300800    0.23917407    0.24218207            25
  -0.00173700    0.13807077    0.13980777            25
   0.00516900    0.63832902    0.63316002            25
   0.00300800   -0.23917065    0.24217865            25
  -0.00173700    0.13807284    0.13980984            25
   0.00516900    0.63833267    0.63316367            25
   0.00000000    0.00000133    0.00000133            25
   0.00347400   -0.27617344    0.27964744            25
   0.00516900    0.63832150    0.63315250            25
  -0.00010900   -0.23695149    0.23684249            25
   0.00006300    0.13680109    0.13673809            25
  -0.00170500    0.57660047    0.57830547            25
  -0.00000000   -0.00000299    0.00000299            25
  -0.00012600   -0.27359849    0.27347249            25
  -0.00170500    0.57661872    0.57832372            25
   0.00010900    0.23695078    0.23684178            25
   0.00006300    0.13680288    0.13673988            25
  -0.00170500    0.57659792    0.57830292            25
  -0.00010900   -0.23692381    0.23681481            25
  -0.00006300   -0.13676284    0.13669984            25
   0.00170500   -0.57663964    0.57834464            25
   0.00010900    0.23693738    0.23682838            25
  -0.00006300   -0.13675526    0.13669226            25
   0.00170500   -0.57663220    0.57833720            25
   0.00000000    0.00000980    0.00000980            25
   0.00012600    0.27357074    0.27344474            25
   0.00170500   -0.57664323    0.57834823            25
  -0.00425500   -0.12626019    0.12200519            25
   0.00245600    0.07287973    0.07042373            25
   0.00625800   -0.47708038    0.48333838            25
  -0.00000000   -0.00000335    0.00000335            25
  -0.00491300   -0.14582022    0.14090722            25
   0.00625800   -0.47708781    0.48334581            25
   0.00425500    0.12625880    0.12200380            25
   0.00245600    0.07288163    0.07042563            25
   0.00625800   -0.47707813    0.48333613            25
  -0.00425500   -0.12627037    0.12201537            25
  -0.00245600   -0.07289085    0.07043485            25
  -0.00625800    0.47707854    0.48333654            25
   0.00425500    0.12626989    0.12201489            25
  -0.00245600   -0.07288886    0.07043286            25
  -0.00625800    0.47707875    0.48333675            25
   0.00000000    0.00000170    0.00000170            25
   0.00491300    0.14579496    0.14088196            25
  -0.00625800    0.47708609    0.48334409            25
  -0.00440200   -0.05684663    0.05244463            25
  -0.00573000   -0.28059070    0.27486070            25
  -0.00828800    0.47986252    0.48815052            25
   0.00716300    0.27144610    0.26428310            25
  -0.00094700    0.09105943    0.09200643            25
  -0.00828800    0.47987930    0.48816730            25
  -0.00276100   -0.21460077    0.21183977            25
   0.00667700    0.18955258    0.18287558            25
  -0.00828800    0.47988363    0.48817163            25
  -0.00440200   -0.05681298    0.05241098            25
   0.00573000    0.28062516    0.27489516            25
   0.00828800   -0.47982393    0.48811193            25
  -0.00276100   -0.21461804    0.21185704            25
  -0.00667700   -0.18952664    0.18284964            25
   0.00828800   -0.47981181    0.48809981            25
   0.00716300    0.27143104    0.26426804            25
   0.00094700   -0.09110817    0.09205517            25
   0.00828800   -0.47984408    0.48813208            25
   0.00440200    0.05681284    0.05241084            25
   0.00573000    0.28062517    0.27489517            25
   0.00828800   -0.47982328    0.48811128            25
  -0.00716300   -0.27143080    0.26426780            25
   0.00094700   -0.09110794    0.09205494            25
   0.00828800   -0.47984512    0.48813312            25
   0.00276100    0.21461823    0.21185723            25
  -0.00667700   -0.18952687    0.18284987            25
   0.00828800   -0.47981141    0.48809941            25
   0.00440200    0.05682484    0.05242284            25
  -0.00573000   -0.28059474    0.27486474            25
  -0.00828800    0.47986945    0.48815745            25
   0.00276100    0.21460604    0.21184504            25
   0.00667700    0.18956799    0.18289099            25
  -0.00828800    0.47988134    0.48816934            25
  -0.00716300   -0.27143357    0.26427057            25
  -0.00094700    0.09105048    0.09199748            25
  -0.00828800    0.47987345    0.48816145            25
  -0.00262500   -0.13887789    0.13625289            25
   0.00151500    0.08020923    0.07869423            25
   0.00062500    0.64635328    0.64572828            25
  -0.00000000    0.00000043    0.00000043            25
  -0.00303100   -0.16038050    0.15734950            25
   0.00062500    0.64633956    0.64571456            25
   0.00262500    0.13888244    0.13625744            25
   0.00151500    0.08021063    0.07869563            25
   0.00062500    0.64635892    0.64573392            25
  -0.00262500   -0.13895158    0.13632658            25
  -0.00151500   -0.08024654    0.07873154            25
  -0.00062500   -0.64635958    0.64573458            25
   0.00262500    0.13893015    0.13630515            25
  -0.00151500   -0.08024098    0.07872598            25
  -0.00062500   -0.64636479    0.64573979            25
   0.00000000   -0.00000325    0.00000325            25
   0.00303100    0.16040203    0.15737103            25
  -0.00062500   -0.64638384    0.64575884            25
   0.00128300   -0.00971514    0.01099814            25
  -0.00074000    0.00560678    0.00634678            25
   0.00226000   -0.67572016    0.67798016            25
   0.00000000    0.00000039    0.00000039            25
   0.00148100   -0.01118661    0.01266761            25
   0.00226000   -0.67573694    0.67799694            25
  -0.00128300    0.00972028    0.01100328            25
  -0.00074000    0.00560827    0.00634827            25
   0.00226000   -0.67572491    0.67798491            25
   0.00128300   -0.00971854    0.01100154            25
   0.00074000   -0.00561187    0.00635187            25
  -0.00226000    0.67574592    0.67800592            25
  -0.00128300    0.00971742    0.01100042            25
   0.00074000   -0.00561393    0.00635393            25
  -0.00226000    0.67574791    0.67800791            25
  -0.00000000   -0.00000185    0.00000185            25
  -0.00148100    0.01119696    0.01267796            25
  -0.00226000    0.67574407    0.67800407            25
   0.00000000   -0.00000034    0.00000034            25
  -0.00000000    0.00000805    0.00000805            25
  -0.00844600   -0.63950512    0.63105912            25
   0.00000000    0.00001069    0.00001069            25
  -0.00000000    0.00002022    0.00002022            25
   0.00844600    0.63950129    0.63105529            25
   0.00000000   -0.00000611    0.00000611            25
  -0.00000000   -0.00003833    0.00003833            25
   0.00116900    0.64755282    0.64638382            25
   0.00000000   -0.00000033    0.00000033            25
  -0.00000000    0.00000604    0.00000604            25
  -0.00116900   -0.64749874    0.64632974            25
   0.00000000   -0.00000494    0.00000494            25
  -0.00000000    0.00001935    0.00001935            25
   0.00450900    0.46840236    0.46389336            25
   0.00000000   -0.00000005    0.00000005            25
  -0.00000000   -0.00003044    0.00003044            25
  -0.00450900   -0.46835633    0.46384733            25
   0.00000000    0.00000349    0.00000349            26
   0.00000000   -0.00000198    0.00000198            26
  -0.00000000    0.00002066    0.00002066            26
  -0.00058400   -0.02832430    0.02774030            26
   0.00000000    0.00000421    0.00000421            26
   0.00001000    0.03289859    0.03288859            26
   0.00058400    0.02834558    0.02776158            26
   0.00000000    0.00000062    0.00000062            26
  -0.00001000   -0.03290341    0.03289341            26
  -0.01327300    0.11997237    0.13324537            26
   0.00000000    0.00000145    0.00000145            26
   0.00316700   -0.19032326    0.19349026            26
   0.01327300   -0.11996605    0.13323905            26
   0.00000000    0.00000055    0.00000055            26
  -0.00316700    0.19032928    0.19349628            26
   0.00000000    0.00000776    0.00000776            26
   0.00000000    0.00000898    0.00000898            26
  -0.00000000    0.00000604    0.00000604            26
  -0.00534400   -0.18624582    0.18090182            26
   0.00000000   -0.00001350    0.00001350            26
   0.00493800    0.22421376    0.21927576            26
   0.00534400    0.18624704    0.18090304            26
   0.00000000    0.00001268    0.00001268            26
  -0.00493800   -0.22426750    0.21932950            26
  -0.00063000   -0.05150429    0.05087429            26
   0.00341800   -0.38300117    0.38641917            26
  -0.00286700   -0.19311773    0.19025073            26
   0.00063000    0.05144990    0.05081990            26
   0.00341800   -0.38303249    0.38645049            26
   0.00286700    0.19311124    0.19024424            26
   0.00063000    0.05146849    0.05083849            26
  -0.00341800    0.38302354    0.38644154            26
   0.00286700    0.19310028    0.19023328            26
  -0.00063000   -0.05150233    0.05087233            26
  -0.00341800    0.38301963    0.38643763            26
  -0.00286700   -0.19309773    0.19023073            26
  -0.00000000   -0.00000001    0.00000001            26
  -0.00925900   -0.59657365    0.58731465            26
  -0.00000000    0.00002248    0.00002248            26
  -0.00000000    0.00000619    0.00000619            26
   0.00925900    0.59656068    0.58730168            26
  -0.00000000    0.00001347    0.00001347            26
   0.00272200    0.02343989    0.02071789            26
  -0.00558100   -0.25643681    0.25085581            26
   0.01173700    0.16545435    0.15371735            26
  -0.00272200   -0.02343554    0.02071354            26
  -0.00558100   -0.25644183    0.25086083            26
  -0.01173700   -0.16547268    0.15373568            26
  -0.00272200   -0.02344025    0.02071825            26
   0.00558100    0.25642969    0.25084869            26
  -0.01173700   -0.16545640    0.15371940            26
   0.00272200    0.02342861    0.02070661            26
   0.00558100    0.25645132    0.25087032            26
   0.01173700    0.16544703    0.15371003            26
   0.00341700    0.09404341    0.09062641            26
   0.00000000    0.00001632    0.00001632            26
  -0.00449700   -0.28333791    0.27884091            26
  -0.00341700   -0.09406731    0.09065031            26
   0.00000000    0.00004359    0.00004359            26
   0.00449700    0.28331718    0.27882018            26
  -0.00582900   -0.51759047    0.51176147            26
  -0.00356900    0.44845283    0.45202183            26
   0.00035600    0.05168613    0.05133013            26
   0.00582900    0.51762269    0.51179369            26
  -0.00356900    0.44846808    0.45203708            26
  -0.00035600   -0.05166879    0.05131279            26
   0.00582900    0.51762857    0.51179957            26
   0.00356900   -0.44846356    0.45203256            26
  -0.00035600   -0.05166028    0.05130428            26
  -0.00582900   -0.51761613    0.51178713            26
   0.00356900   -0.44843942    0.45200842            26
   0.00035600    0.05168931    0.05133331            26
  -0.00176800   -0.10084608    0.09907808            26
  -0.00198500    0.02542647    0.02741147            26
   0.00158700    0.24712127    0.24553427            26
   0.00176800    0.10087229    0.09910429            26
  -0.00198500    0.02542459    0.02740959            26
  -0.00158700   -0.24714185    0.24555485            26
   0.00176800    0.10086107    0.09909307            26
   0.00198500   -0.02541156    0.02739656            26
  -0.00158700   -0.24713704    0.24555004            26
  -0.00176800   -0.10082089    0.09905289            26
   0.00198500   -0.02541675    0.02740175            26
   0.00158700    0.24712057    0.24553357            26
  -0.00160500   -0.27075260    0.26914760            26
   0.00000000   -0.00001089    0.00001089            26
  -0.00089000   -0.13660473    0.13571473            26
   0.00160500    0.27077537    0.26917037            26
   0.00000000   -0.00000753    0.00000753            26
   0.00089000    0.13659681    0.13570681            26
  -0.00429400    0.09115645    0.09545045            26
   0.00000000   -0.00001203    0.00001203            26
  -0.00650100   -0.08469656    0.07819556            26
   0.00429400   -0.09112558    0.09541958            26
   0.00000000   -0.00000184    0.00000184            26
   0.00650100    0.08472644    0.07822544            26
   0.00211000   -0.76345935    0.76556935            26
   0.00000000    0.00000181    0.00000181            26
   0.00279000   -0.94254865    0.94533865            26
  -0.00211000    0.76342687    0.76553687            26
   0.00000000    0.00001222    0.00001222            26
  -0.00279000    0.94257735    0.94536735            26
  -0.00578600   -0.73431947    0.72853347            26
   0.00000000   -0.00000112    0.00000112            26
   0.00353000   -1.37275210    1.37628210            26
   0.00578600    0.73431138    0.72852538            26
   0.00000000   -0.00000536    0.00000536            26
  -0.00353000    1.37275311    1.37628311            26
   0.00303500    0.75331364    0.75027864            26
   0.00000000    0.00001071    0.00001071            26
  -0.00290300    1.18924848    1.19215148            26
  -0.00303500   -0.75329316    0.75025816            26
   0.00000000    0.00002003    0.00002003            26
   0.00290300   -1.18926709    1.19217009            26
   0.00296000    0.34125734    0.33829734            26
  -0.00023400    0.57233346    0.57256746            26
   0.00096300   -1.08568211    1.08664511            26
  -0.00296000   -0.34128258    0.33832258            26
  -0.00023400    0.57231835    0.57255235            26
  -0.00096300    1.08568709    1.08665009            26
  -0.00296000   -0.34129780    0.33833780            26
   0.00023400   -0.57229896    0.57253296            26
  -0.00096300    1.08567708    1.08664008            26
   0.00296000    0.34126485    0.33830485            26
   0.00023400   -0.57231056    0.57254456            26
   0.00096300   -1.08567955    1.08664255            26
   0.00245200   -0.17984973    0.18230173            26
  -0.00010300    0.74541492    0.74551792            26
   0.00086000    1.18700183    1.18614183            26
  -0.00245200    0.17982722    0.18227922            26
  -0.00010300    0.74542022    0.74552322            26
  -0.00086000   -1.18701957    1.18615957            26
  -0.00245200    0.17983354    0.18228554            26
   0.00010300   -0.74542093    0.74552393            26
  -0.00086000   -1.18700358    1.18614358            26
   0.00245200   -0.17985306    0.18230506            26
   0.00010300   -0.74541943    0.74552243            26
   0.00086000    1.18699971    1.18613971            26
  -0.00125800    0.02368346    0.02494146            26
   0.00225800   -0.08433632    0.08659432            26
  -0.00116700   -1.50148426    1.50031726            26
   0.00125800   -0.02368898    0.02494698            26
   0.00225800   -0.08431992    0.08657792            26
   0.00116700    1.50149063    1.50032363            26
   0.00125800   -0.02367645    0.02493445            26
  -0.00225800    0.08428113    0.08653913            26
   0.00116700    1.50150219    1.50033519            26
  -0.00125800    0.02368141    0.02493941            26
  -0.00225800    0.08430787    0.08656587            26
  -0.00116700   -1.50149666    1.50032966            26
  -0.00403600    0.18559079    0.18962679            26
  -0.00334800   -0.02023593    0.01688793            26
   0.00238800   -1.77121832    1.77360632            26
   0.00403600   -0.18561352    0.18964952            26
  -0.00334800   -0.02022886    0.01688086            26
  -0.00238800    1.77119477    1.77358277            26
   0.00403600   -0.18561239    0.18964839            26
   0.00334800    0.02023728    0.01688928            26
  -0.00238800    1.77119572    1.77358372            26
  -0.00403600    0.18559651    0.18963251            26
   0.00334800    0.02023885    0.01689085            26
   0.00238800   -1.77120990    1.77359790            26
  -0.00171200   -0.00328085    0.00156885            26
  -0.00050000   -0.05392684    0.05342684            26
  -0.00487800    1.66818264    1.67306064            26
   0.00171200    0.00329753    0.00158553            26
  -0.00050000   -0.05393125    0.05343125            26
   0.00487800   -1.66816850    1.67304650            26
   0.00171200    0.00329353    0.00158153            26
   0.00050000    0.05388637    0.05338637            26
   0.00487800   -1.66817299    1.67305099            26
  -0.00171200   -0.00327326    0.00156126            26
   0.00050000    0.05389170    0.05339170            26
  -0.00487800    1.66817881    1.67305681            26
  -0.00322800   -0.06535256    0.06212456            26
   0.00000000   -0.00001434    0.00001434            26
  -0.00070200   -1.79040302    1.78970102            26
   0.00322800    0.06531311    0.06208511            26
   0.00000000   -0.00000961    0.00000961            26
   0.00070200    1.79042794    1.78972594            26
  -0.00845000    0.13920148    0.14765148            26
   0.00000000    0.00000657    0.00000657            26
   0.00139800    1.76731153    1.76591353            26
   0.00845000   -0.13924479    0.14769479            26
   0.00000000    0.00000225    0.00000225            26
  -0.00139800   -1.76732213    1.76592413            26
  -0.00025800    0.36712610    0.36738410            26
   0.00522000   -0.64415787    0.64937787            26
  -0.00591100   -0.94606931    0.94015831            26
   0.00025800   -0.36711055    0.36736855            26
   0.00522000   -0.64416703    0.64938703            26
   0.00591100    0.94608341    0.94017241            26
   0.00025800   -0.36709793    0.36735593            26
  -0.00522000    0.64418446    0.64940446            26
   0.00591100    0.94607447    0.94016347            26
  -0.00025800    0.36711795    0.36737595            26
  -0.00522000    0.64416211    0.64938211            26
  -0.00591100   -0.94606466    0.94015366            26
  -0.00137900   -0.30311763    0.30173863            26
   0.00247300   -0.52539041    0.52786341            26
   0.00273600    1.04718854    1.04445254            26
   0.00137900    0.30313552    0.30175652            26
   0.00247300   -0.52538581    0.52785881            26
  -0.00273600   -1.04717400    1.04443800            26
   0.00137900    0.30315374    0.30177474            26
  -0.00247300    0.52538484    0.52785784            26
  -0.00273600   -1.04717084    1.04443484            26
  -0.00137900   -0.30314666    0.30176766            26
  -0.00247300    0.52539170    0.52786470            26
   0.00273600    1.04718423    1.04444823            26
   0.00451900    0.23028563    0.22576663            26
   0.00540600   -0.56796520    0.57337120            26
  -0.00312300   -1.14625890    1.14313590            26
  -0.00451900   -0.23028767    0.22576867            26
   0.00540600   -0.56797738    0.57338338            26
   0.00312300    1.14623907    1.14311607            26
  -0.00451900   -0.23028480    0.22576580            26
  -0.00540600    0.56798280    0.57338880            26
   0.00312300    1.14623842    1.14311542            26
   0.00451900    0.23028662    0.22576762            26
  -0.00540600    0.56796616    0.57337216            26
  -0.00312300   -1.14625639    1.14313339            26
  -0.00208900   -0.01217163    0.01008263            26
  -0.00115300   -0.05860792    0.05745492            26
  -0.00494700    1.66703051    1.67197751            26
   0.00208900    0.01218349    0.01009449            26
  -0.00115300   -0.05859617    0.05744317            26
   0.00494700   -1.66703074    1.67197774            26
   0.00208900    0.01220161    0.01011261            26
   0.00115300    0.05860144    0.05744844            26
   0.00494700   -1.66702315    1.67197015            26
  -0.00208900   -0.01219899    0.01010999            26
   0.00115300    0.05861066    0.05745766            26
  -0.00494700    1.66702139    1.67196839            26
  -0.00224900   -0.10731842    0.10506942            26
   0.00000000   -0.00000839    0.00000839            26
   0.00665500   -1.65531149    1.66196649            26
   0.00224900    0.10733627    0.10508727            26
   0.00000000   -0.00000558    0.00000558            26
  -0.00665500    1.65532211    1.66197711            26
   0.00756300    0.84947823    0.84191523            26
   0.00000000   -0.00000423    0.00000423            26
  -0.00545400    1.29583497    1.30128897            26
  -0.00756300   -0.84948807    0.84192507            26
   0.00000000    0.00000160    0.00000160            26
   0.00545400   -1.29587342    1.30132742            26
   0.00845500   -0.71505290    0.72350790            26
   0.00000000   -0.00000166    0.00000166            26
  -0.00565000   -1.06693766    1.06128766            26
  -0.00845500    0.71507165    0.72352665            26
   0.00000000   -0.00001098    0.00001098            26
   0.00565000    1.06696149    1.06131149            26
  -0.00376000    0.17287929    0.17663929            26
   0.00000000   -0.00000764    0.00000764            26
   0.00432700    1.54806025    1.54373325            26
   0.00376000   -0.17286710    0.17662710            26
   0.00000000   -0.00000402    0.00000402            26
  -0.00432700   -1.54805779    1.54373079            26
   0.00084400   -0.03734019    0.03818419            27
   0.00000000    0.00000947    0.00000947            27
   0.00435500    0.01739712    0.01304212            27
  -0.00084400    0.03734648    0.03819048            27
   0.00000000    0.00000438    0.00000438            27
  -0.00435500   -0.01745020    0.01309520            27
  -0.00155000   -0.12693513    0.12538513            27
   0.00000000   -0.00001722    0.00001722            27
  -0.00447000   -0.31928028    0.31481028            27
   0.00155000    0.12702741    0.12547741            27
   0.00000000   -0.00002337    0.00002337            27
   0.00447000    0.31926169    0.31479169            27
  -0.00220400    0.10147953    0.10368353            27
   0.00062200    0.22292505    0.22230305            27
   0.00819900    0.19041913    0.18222013            27
   0.00220400   -0.10154249    0.10374649            27
   0.00062200    0.22293812    0.22231612            27
  -0.00819900   -0.19041336    0.18221436            27
   0.00220400   -0.10156345    0.10376745            27
  -0.00062200   -0.22296299    0.22234099            27
  -0.00819900   -0.19042107    0.18222207            27
  -0.00220400    0.10150024    0.10370424            27
  -0.00062200   -0.22296219    0.22234019            27
   0.00819900    0.19042649    0.18222749            27
  -0.00000000   -0.00003980    0.00003980            27
   0.00000000   -0.00002039    0.00002039            27
   0.00000000   -0.00001228    0.00001228            27
   0.00442700    0.13006440    0.12563740            27
   0.00117700   -0.13155984    0.13273684            27
  -0.00069000    0.00698463    0.00767463            27
  -0.00442700   -0.13004677    0.12561977            27
   0.00117700   -0.13152531    0.13270231            27
   0.00069000   -0.00697100    0.00766100            27
  -0.00442700   -0.13007677    0.12564977            27
  -0.00117700    0.13149734    0.13267434            27
   0.00069000   -0.00695984    0.00764984            27
   0.00442700    0.13007197    0.12564497            27
  -0.00117700    0.13150562    0.13268262            27
  -0.00069000    0.00696805    0.00765805            27
  -0.00061700    0.03961930    0.04023630            27
  -0.00137000   -0.09713921    0.09576921            27
  -0.00495900   -0.32485114    0.31989214            27
   0.00061700   -0.03963072    0.04024772            27
  -0.00137000   -0.09713624    0.09576624            27
   0.00495900    0.32484306    0.31988406            27
   0.00061700   -0.03964931    0.04026631            27
   0.00137000    0.09712396    0.09575396            27
   0.00495900    0.32483188    0.31987288            27
  -0.00061700    0.03963734    0.04025434            27
   0.00137000    0.09712159    0.09575159            27
  -0.00495900   -0.32484592    0.31988692            27
   0.00141900    0.03639204    0.03497304            27
   0.00109800    0.08394504    0.08284704            27
  -0.00573000   -0.18132435    0.17559435            27
  -0.00141900   -0.03629658    0.03487758            27
   0.00109800    0.08396825    0.08287025            27
   0.00573000    0.18129735    0.17556735            27
  -0.00141900   -0.03632165    0.03490265            27
  -0.00109800   -0.08393606    0.08283806            27
   0.00573000    0.18129536    0.17556536            27
   0.00141900    0.03640118    0.03498218            27
  -0.00109800   -0.08391884    0.08282084            27
  -0.00573000   -0.18132941    0.17559941            27
   0.00150400    0.06881866    0.06731466            27
   0.00000000    0.00001072    0.00001072            27
   0.00169700    0.06021931    0.05852231            27
  -0.00150400   -0.06889593    0.06739193            27
   0.00000000   -0.00000147    0.00000147            27
  -0.00169700   -0.06018254    0.05848554            27
  -0.00000000   -0.00002742    0.00002742            27
   0.01500500    0.16511617    0.15011117            27
   0.00000000   -0.00000510    0.00000510            27
   0.00000000   -0.00002430    0.00002430            27
  -0.01500500   -0.16508328    0.15007828            27
   0.00000000   -0.00000141    0.00000141            27
  -0.00036500    0.24282868    0.24319368            27
   0.00000000    0.00000560    0.00000560            27
  -0.01198900   -0.31660953    0.30462053            27
   0.00036500   -0.24286865    0.24323365            27
   0.00000000    0.00000025    0.00000025            27
   0.01198900    0.31658573    0.30459673            27
  -0.00049800    0.04552800    0.04602600            27
   0.00000000   -0.00000497    0.00000497            27
  -0.00138800    0.14926279    0.15065079            27
   0.00049800   -0.04552363    0.04602163            27
   0.00000000    0.00002006    0.00002006            27
   0.00138800   -0.14924868    0.15063668            27
  -0.00903200   -0.07243426    0.06340226            27
   0.00000000    0.00000997    0.00000997            27
  -0.00257800    1.65599501    1.65857301            27
   0.00903200    0.07243820    0.06340620            27
   0.00000000    0.00002330    0.00002330            27
