# Reference      Predicted      Error          #atoms         
-648.04662      -647.46884      0.57778         120.00000      
-645.95114      -645.46575      0.48539         120.00000      
-670.99697      -670.93554      0.06143         120.00000      
-675.18991      -676.54421      1.35430         120.00000      
-686.76900      -689.64560      2.87659         120.00000      
-686.60637      -688.81796      2.21159         120.00000      
-694.69350      -696.13418      1.44069         120.00000      
-697.16688      -697.65012      0.48324         120.00000      
-664.68044      -659.54359      5.13685         120.00000      
-654.21212      -654.12251      0.08962         120.00000      
-693.99751      -694.46929      0.47178         120.00000      
-691.27435      -689.65690      1.61745         120.00000      
-707.75120      -708.72203      0.97084         120.00000      
-706.42896      -705.87241      0.55655         120.00000      
-719.62767      -718.54941      1.07826         120.00000      
-717.41574      -716.82232      0.59342         120.00000      
-673.19245      -669.17824      4.01422         120.00000      
-650.01209      -651.97909      1.96700         120.00000      
-690.23725      -690.62696      0.38971         120.00000      
-689.54048      -692.62138      3.08090         120.00000      
-722.36882      -721.85528      0.51354         120.00000      
-721.52213      -721.53694      0.01481         120.00000      
-734.42269      -733.78682      0.63588         120.00000      
-735.25319      -734.84547      0.40771         120.00000      
-560.14822      -559.51457      0.63365         120.00000      
-590.08664      -587.34300      2.74364         120.00000      
-628.99201      -631.24747      2.25546         120.00000      
-667.57207      -667.27522      0.29685         120.00000      
-701.89128      -702.22473      0.33345         120.00000      
-702.29462      -701.44204      0.85258         120.00000      
-716.62618      -716.06260      0.56358         120.00000      
-716.72959      -716.85418      0.12459         120.00000      
-306.64665      -306.49584      0.15080         120.00000      
-153.84377      -153.76858      0.07518         120.00000      
-453.14625      -453.88084      0.73459         120.00000      
-450.76852      -449.78267      0.98586         120.00000      
-556.69228      -557.16896      0.47669         120.00000      
-503.09928      -504.90021      1.80094         120.00000      
-576.87079      -577.51817      0.64739         120.00000      
-586.49886      -587.58845      1.08959         120.00000      
-738.25767      -737.56985      0.68781         120.00000      
-418.91824      -418.40857      0.50966         80.00000       
-401.47834      -402.63010      1.15176         80.00000       
-435.71930      -436.17679      0.45749         80.00000       
-442.74990      -443.22269      0.47279         80.00000       
-449.43579      -451.16554      1.72974         80.00000       
-449.71926      -451.22502      1.50576         80.00000       
-457.72054      -457.06465      0.65589         80.00000       
-458.24359      -457.69518      0.54841         80.00000       
-431.90658      -432.13109      0.22451         80.00000       
-432.86606      -433.16428      0.29822         80.00000       
-442.33868      -442.81353      0.47485         80.00000       
-449.73832      -449.24461      0.49370         80.00000       
-460.74424      -461.20563      0.46139         80.00000       
-458.47069      -459.16316      0.69247         80.00000       
-468.24473      -467.60435      0.64038         80.00000       
-467.57608      -466.46265      1.11342         80.00000       
-412.55718      -411.76657      0.79061         80.00000       
-429.10800      -429.39826      0.29026         80.00000       
-445.78283      -445.95881      0.17598         80.00000       
-436.70548      -436.71549      0.01001         80.00000       
-466.45000      -464.81082      1.63918         80.00000       
-467.61149      -466.56700      1.04449         80.00000       
-476.18592      -475.19725      0.98867         80.00000       
-476.82035      -475.26340      1.55695         80.00000       
-416.73597      -416.24721      0.48875         80.00000       
-418.61026      -414.86014      3.75013         80.00000       
-443.97353      -443.68039      0.29314         80.00000       
-437.36044      -435.89418      1.46626         80.00000       
-464.93817      -467.03876      2.10059         80.00000       
-457.66088      -459.67210      2.01123         80.00000       
-471.10295      -472.10644      1.00349         80.00000       
-470.48308      -472.09900      1.61593         80.00000       
-304.07445      -302.59506      1.47940         80.00000       
-277.02362      -277.83462      0.81100         80.00000       
-393.66560      -396.27772      2.61211         80.00000       
-324.50008      -323.98500      0.51508         80.00000       
-382.14944      -382.90432      0.75488         80.00000       
-399.74180      -398.91234      0.82947         80.00000       
# MSE = 2.03034E+00
# Maxerror = 5.13685E+00
