# Reference      Predicted      Error          #atoms         
-574.10720      -574.10199      0.00521         94.00000       
-595.85441      -595.82636      0.02806         98.00000       
-611.17501      -611.13490      0.04011         101.00000      
-528.89185      -528.90475      0.01290         85.00000       
-545.21000      -545.21371      0.00371         88.00000       
-601.98344      -602.02240      0.03895         99.00000       
-611.43191      -611.41681      0.01510         101.00000      
-591.88584      -591.88341      0.00244         97.00000       
-586.86842      -586.85735      0.01106         96.00000       
-550.36500      -550.33424      0.03076         89.00000       
-644.16505      -644.16093      0.00412         108.00000      
-561.35502      -561.35975      0.00473         91.00000       
-596.92828      -596.93577      0.00749         98.00000       
-528.99055      -528.97675      0.01380         85.00000       
-512.53322      -512.49966      0.03356         82.00000       
-630.23237      -630.23843      0.00606         105.00000      
-534.46816      -534.46907      0.00091         86.00000       
-625.51854      -625.51241      0.00614         104.00000      
-539.98154      -539.96299      0.01856         87.00000       
-606.70478      -606.69054      0.01424         100.00000      
-571.60208      -571.61940      0.01732         93.00000       
-507.07740      -507.08849      0.01109         81.00000       
-518.04808      -518.01681      0.03128         83.00000       
-566.48475      -566.49239      0.00764         92.00000       
-534.48221      -534.48889      0.00668         86.00000       
-571.52644      -571.53036      0.00392         93.00000       
-545.41257      -545.40104      0.01153         88.00000       
-528.98736      -529.01736      0.03000         85.00000       
-620.82419      -620.83607      0.01187         103.00000      
-576.68696      -576.67856      0.00840         94.00000       
-556.29073      -556.26469      0.02604         90.00000       
-550.84639      -550.85215      0.00575         89.00000       
-580.77211      -580.81003      0.03792         95.00000       
-545.40690      -545.39781      0.00909         88.00000       
-620.84694      -620.85878      0.01184         103.00000      
-539.97689      -539.98344      0.00655         87.00000       
-518.01908      -518.01337      0.00571         83.00000       
-591.87799      -591.88481      0.00683         97.00000       
-586.84870      -586.86655      0.01785         96.00000       
-534.50711      -534.50046      0.00665         86.00000       
-571.57649      -571.55664      0.01984         93.00000       
-523.49911      -523.51733      0.01822         84.00000       
-528.98234      -528.96339      0.01895         85.00000       
-565.46499      -565.47979      0.01480         92.00000       
-576.65112      -576.65950      0.00838         94.00000       
-566.43575      -566.44600      0.01025         92.00000       
-581.75543      -581.75806      0.00263         95.00000       
-517.95890      -517.98205      0.02315         83.00000       
-534.49518      -534.45914      0.03603         86.00000       
-639.53340      -639.53137      0.00203         107.00000      
-576.65936      -576.67277      0.01342         94.00000       
-518.02333      -518.01072      0.01261         83.00000       
-586.93173      -586.88813      0.04360         96.00000       
-630.17285      -630.20050      0.02765         105.00000      
-580.94916      -580.95418      0.00502         95.00000       
-611.39357      -611.40378      0.01021         101.00000      
-545.39843      -545.40275      0.00432         88.00000       
-616.08348      -616.10543      0.02195         102.00000      
-625.50569      -625.53823      0.03254         104.00000      
-634.76338      -634.77613      0.01275         106.00000      
-581.77473      -581.78228      0.00756         95.00000       
-616.15139      -616.16045      0.00906         102.00000      
-539.98776      -539.96453      0.02324         87.00000       
-571.60800      -571.58061      0.02740         93.00000       
-523.49933      -523.52889      0.02956         84.00000       
-554.93342      -554.92934      0.00408         90.00000       
-591.90065      -591.91038      0.00973         97.00000       
-528.97559      -528.98988      0.01429         85.00000       
-621.01420      -620.90530      0.10890         103.00000      
-539.96845      -539.98165      0.01320         87.00000       
-576.70619      -576.69474      0.01145         94.00000       
-581.78695      -581.79084      0.00389         95.00000       
-523.49666      -523.52699      0.03033         84.00000       
-576.73045      -576.72709      0.00336         94.00000       
-566.48470      -566.52750      0.04280         92.00000       
-501.56478      -501.56451      0.00027         81.00000       
-575.57716      -575.57486      0.00229         94.00000       
-555.33740      -555.35715      0.01974         90.00000       
-499.04875      -499.04845      0.00029         81.00000       
-503.24381      -503.24505      0.00124         81.00000       
-496.71663      -496.71663      0.00000         81.00000       
-580.62180      -580.62127      0.00053         95.00000       
# MSE = 4.78260E-04
# Maxerror = 1.08898E-01
